4,19,17,28,30,40,51,46,31,40,29,24,11,10,9,1,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,25,20,36,41,35,49,37,39,42,30,13,15,6,5,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,15,27,39,44,37,42,35,42,29,23,18,13,10,5,7,6,6,2,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0
4,12,24,35,38,51,53,37,36,33,17,17,12,11,6,10,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22,27,50,55,51,45,40,29,27,15,14,9,6,6,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,16,33,36,46,44,37,34,33,29,22,16,17,9,8,4,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,21,34,38,51,44,47,37,26,25,16,16,15,15,8,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16,19,32,36,51,50,41,38,27,24,11,15,8,9,13,4,7,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0
4,13,20,33,39,47,46,35,40,39,33,24,10,12,4,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,31,31,44,46,45,41,36,28,21,13,12,11,3,6,3,5,3,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0
4,32,30,48,44,41,43,41,27,26,24,14,10,6,5,1,2,2,4,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0
4,18,38,48,45,50,49,34,26,24,17,20,15,8,2,3,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,20,32,50,51,46,53,36,31,20,11,15,13,5,5,9,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,23,42,51,44,56,36,31,30,20,13,14,11,6,6,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,21,27,29,50,57,58,35,34,25,14,15,14,7,4,4,8,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,21,39,36,47,54,42,37,35,23,19,11,6,4,5,8,4,4,4,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0
4,20,42,42,41,43,49,34,40,30,15,11,13,9,6,2,1,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,14,17,33,38,49,51,39,38,42,22,20,7,13,7,6,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4,17,28,36,48,46,45,51,38,32,16,17,14,5,1,1,3,3,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0
4,15,22,30,50,46,40,45,40,33,20,19,15,7,6,7,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,21,31,43,47,51,48,37,35,26,24,12,7,4,2,3,4,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
4,19,33,47,47,53,44,30,37,28,20,11,14,9,4,3,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,25,31,35,49,57,40,34,28,31,22,14,12,7,8,4,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,27,31,47,46,45,46,26,38,20,18,20,11,4,4,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,42,40,53,39,65,43,34,21,10,13,6,5,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,39,38,51,51,48,33,30,26,20,20,6,7,5,5,0,4,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0
4,21,24,36,44,49,48,36,33,40,15,17,8,10,8,6,4,3,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4,16,26,39,42,51,49,42,28,33,26,16,14,7,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,21,30,33,41,48,47,33,34,28,16,21,19,6,7,5,4,1,0,1,3,2,0,3,1,1,1,1,0,1,0,0,0,0
4,18,35,37,39,43,43,40,30,39,22,20,14,5,6,4,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,26,30,46,42,49,60,42,29,26,13,6,5,4,5,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
